# columns: vPH vPHM JPH JPHM OmPH OmPHM  E(eV)  I  idxPH  idxPHM
0.0013.00-1.00-1.000.001.001.000.0012.500.50-0.501.000.002.00 0.3744272276  0.0000000008 
0.0013.00-1.00-1.000.001.001.000.0012.501.500.501.000.001.00 0.3734492541  0.0000000017 
0.0013.000.000.000.001.002.000.0012.50-0.500.50-1.001.002.00 0.3723934510  0.0000000001 
0.0013.000.000.000.001.002.000.0012.500.50-0.501.000.002.00 0.3723934510  0.0000000001 
0.0013.000.000.000.001.002.000.0012.501.500.501.000.001.00 0.3714154775  0.0000000003 
0.0013.000.000.000.001.002.000.0012.50-1.50-0.50-1.001.001.00 0.3714154775  0.0000000003 
0.0013.001.001.000.000.001.000.0012.50-0.500.50-1.001.002.00 0.3734465473  0.0000000003 
0.0013.001.001.000.000.001.000.0012.500.50-0.501.000.002.00 0.3734465473  0.0000000014 
0.0013.001.001.000.000.001.000.0012.50-1.50-0.50-1.001.001.00 0.3724685737  0.0000000007 
0.0013.00-1.00-1.000.001.001.000.0014.50-0.500.50-1.001.002.00 0.3765993600  0.0000000010 
0.0013.00-1.00-1.000.001.001.000.0014.500.50-0.501.000.002.00 0.3765993600  0.0000000030 
0.0013.00-1.00-1.000.001.001.000.0014.501.500.501.000.001.00 0.3754774784  0.0000000034 
0.0013.000.000.000.001.002.000.0014.50-0.500.50-1.001.002.00 0.3745655834  0.0000000003 
0.0013.000.000.000.001.002.000.0014.500.50-0.501.000.002.00 0.3745655834  0.0000000003 
0.0013.000.000.000.001.002.000.0014.501.500.501.000.001.00 0.3734437019  0.0000000001 
0.0013.000.000.000.001.002.000.0014.50-1.50-0.50-1.001.001.00 0.3734437019  0.0000000001 
0.0013.001.001.000.000.001.000.0014.50-0.500.50-1.001.002.00 0.3756186797  0.0000000012 
0.0013.001.001.000.000.001.000.0014.500.50-0.501.000.002.00 0.3756186797  0.0000000004 
0.0013.001.001.000.000.001.000.0014.50-1.50-0.50-1.001.001.00 0.3744967981  0.0000000014 
0.0014.00-1.00-1.000.001.001.000.0012.50-0.500.50-1.001.002.00 0.3723934510  0.0000000001 
0.0014.00-1.00-1.000.001.001.000.0012.500.50-0.501.000.002.00 0.3723934510  0.0000000003 
0.0014.00-1.00-1.000.001.001.000.0012.501.500.501.000.001.00 0.3714154775  0.0000000002 
0.0014.000.000.000.000.002.000.0012.50-0.500.50-1.001.002.00 0.3712686013  0.0000000000 
0.0014.000.000.000.000.002.000.0012.500.50-0.501.000.002.00 0.3712686013  0.0000000000 
0.0014.000.000.000.000.002.000.0012.501.500.501.000.001.00 0.3702906278  0.0000000000 
0.0014.000.000.000.000.002.000.0012.50-1.50-0.50-1.001.001.00 0.3702906278  0.0000000000 
0.0014.001.001.000.000.001.000.0012.50-0.500.50-1.001.002.00 0.3734465473  0.0000000008 
0.0014.001.001.000.000.001.000.0012.500.50-0.501.000.002.00 0.3734465473  0.0000000003 
0.0014.001.001.000.000.001.000.0012.50-1.50-0.50-1.001.001.00 0.3724685737  0.0000000007 
0.0014.00-1.00-1.000.001.001.000.0014.50-0.500.50-1.001.002.00 0.3745655834  0.0000000003 
0.0014.00-1.00-1.000.001.001.000.0014.500.50-0.501.000.002.00 0.3745655834  0.0000000001 
0.0014.00-1.00-1.000.001.001.000.0014.501.500.501.000.001.00 0.3734437019  0.0000000001 
0.0014.000.000.000.000.002.000.0014.50-0.500.50-1.001.002.00 0.3734407337  0.0000000000 
0.0014.000.000.000.000.002.000.0014.500.50-0.501.000.002.00 0.3734407337  0.0000000000 
0.0014.000.000.000.000.002.000.0014.501.500.501.000.001.00 0.3723188522  0.0000000000 
0.0014.000.000.000.000.002.000.0014.50-1.50-0.50-1.001.001.00 0.3723188522  0.0000000000 
0.0014.001.001.000.000.001.000.0014.50-0.500.50-1.001.002.00 0.3756186797  0.0000000003 
0.0014.001.001.000.000.001.000.0014.500.50-0.501.000.002.00 0.3756186797  0.0000000007 
0.0014.001.001.000.000.001.000.0014.50-1.50-0.50-1.001.001.00 0.3744967981  0.0000000001 
0.0015.00-1.00-1.000.001.001.000.0014.50-0.500.50-1.001.002.00 0.3745655834  0.0000000001 
0.0015.00-1.00-1.000.001.001.000.0014.500.50-0.501.000.002.00 0.3745655834  0.0000000000 
0.0015.00-1.00-1.000.001.001.000.0014.501.500.501.000.001.00 0.3734437019  0.0000000001 
